aircraft_id,age_y,total_parking_minutes,metar_temperature_c,metar_relative_humidity,metar_dew_point_c,metar_wind_speed_kn,metar_visibility_mi,metar_hour_precipitation,sea_salt_aerosol_003_05_mixing_ratio,sea_salt_aerosol_05_5_mixing_ratio,sea_salt_aerosol_5_20_mixing_ratio,dust_aerosol_003_055_mixing_ratio,dust_aerosol_055_09_mixing_ratio,dust_aerosol_09_20_mixing_ratio,hydrophilic_organic_matter_aerosol_mixing_ratio,hydrophobic_organic_matter_aerosol_mixing_ratio,hydrophilic_black_carbon_aerosol_mixing_ratio,hydrophobic_black_carbon_aerosol_mixing_ratio,sulphate_aerosol_mixing_ratio,ethane,c3h8,isoprene,carbon_monoxide_mass_mixing_ratio,ozone_mass_mixing_ratio,h2o2,formaldehyde,hno3,nitrogen_monoxide_mass_mixing_ratio,nitrogen_dioxide_mass_mixing_ratio,oh,organic_nitrates,specific_humidity,sulphur_dioxide_mass_mixing_ratio,temperature
c88e31,7.6666666666667425,26193.32222222222,20.180004524136148,61.85166372538835,11.621600941702749,5.857398759830909,8.1815352500981,1.3574494596631892e-05,2.846856531025935e-11,2.2914402642607945e-09,6.073754451870217e-10,5.110284542324641e-10,9.091836097896233e-10,5.007133759753985e-10,2.045738572441842e-08,1.6010393859756367e-08,2.8541400782975464e-10,5.285230137230326e-10,4.430635718998013e-08,1.5018488067512535e-09,2.497760417417716e-09,2.002260107634578e-08,3.3149450715131487e-07,4.257584255484393e-08,7.897559407393826e-10,4.308828109108245e-09,9.705098560791496e-10,1.0869038253699331e-08,1.5764412832272972e-08,4.6806310896265983e-14,2.547856385745352e-09,0.010235321952259461,2.161669557902616e-07,292.1708199146246
c8fba6,0.9166666666667425,31994.596875,9.308420040877273,82.42199130138955,6.153584770237081,9.745648514848238,5.659396052479512,0.0,2.971627033043369e-10,2.533202832194401e-08,1.5333205690950178e-08,1.9004407778699842e-10,3.491639274600388e-10,3.433724892913789e-10,2.8183799919780247e-09,1.053992910894757e-09,1.206919587006502e-10,6.637855108408277e-11,7.464322704827241e-10,5.104584504051787e-10,2.783769645323895e-10,2.9855186004942754e-10,1.2326740395939274e-07,5.999367765175402e-08,2.446424989651107e-10,4.902648512810998e-10,4.5914670026482197e-10,2.0866305883856557e-10,3.652632579647549e-09,1.8803929660267407e-14,8.687392929846371e-10,0.006291163799096585,7.510551329959815e-10,282.88470160208664
c91034,10.416666666666591,32138.673333333336,12.149159128002097,61.551195885350644,4.71284223907237,7.752334157533142,11.85963988716042,0.0013287842138888601,4.1962911829086175e-11,3.456098771160215e-09,1.2366128631836691e-09,3.2877809019533467e-10,6.171551189659976e-10,5.645119333923275e-10,7.816030971982056e-09,4.144469131547537e-09,2.3493824966449614e-10,1.73466061757254e-10,1.6836793687537103e-09,6.251509536192455e-10,6.196984414698901e-10,2.4395655241284754e-09,1.6569875287684973e-07,5.215668999558823e-08,4.733488297137724e-10,1.5638960895072281e-09,8.675711250700551e-10,1.6166595751678876e-09,9.591401740187447e-09,3.3727390680429293e-14,1.3646483772960873e-09,0.007279360576435826,3.929524424695034e-09,286.228347487208
c97277,9.416666666666666,29993.792113095238,14.946542352967898,71.88241541811661,9.185144508089975,9.303413634624206,5.832108332317767,0.0,7.228521182629277e-11,6.075425289108559e-09,2.69237533998649e-09,1.1791709376423332e-09,2.1635403388098306e-09,2.5544001028073433e-09,6.160029308022129e-09,3.2328257456312268e-09,1.7556134319479224e-10,1.5743114765820316e-10,2.244935173360262e-09,7.138505406595121e-10,1.0276802509670494e-09,1.7285555809523602e-09,1.614853272192571e-07,5.3387272806427367e-08,5.629635024371933e-10,1.5840169813084842e-09,1.2879558734320102e-09,1.885664053852353e-09,1.0518708858027831e-08,3.0824710859906677e-14,1.4096267190936724e-09,0.00790980930062253,4.1928780805086675e-09,287.8502360044573
c9b460,5.5,27279.885249042145,16.44675164447556,70.08494809153571,10.121388407601755,7.446329220035919,5.909435765745593,0.0,5.786770570119651e-11,4.845272938198573e-09,2.123308668944213e-09,1.0988468275198928e-09,1.9977401186637293e-09,2.190667739101468e-09,6.215211368031103e-09,3.1018358065817637e-09,1.712175421875978e-10,1.2559976400722305e-10,2.590550592661408e-09,7.243961972788014e-10,7.438642716854431e-10,4.752420895468794e-09,1.583940438498199e-07,5.2286873074315765e-08,5.690324724041983e-10,1.6632464763880611e-09,8.969080066270502e-10,1.6824656994072374e-09,9.394589805241017e-09,2.7535461206998107e-14,1.3823752135569289e-09,0.008182139647077973,4.90924992209508e-09,288.884604042244
c9d5d4,3.8333333333333335,25447.17803030303,7.379357602549313,26.1140067776825,4.95418163275955,7.105417060678047,9.384093290459521,0.005746028456221911,6.770607915850281e-11,5.52306555404629e-09,2.140881529572264e-09,5.719019446786769e-10,1.0013260642233238e-09,3.8643096567900836e-10,6.11106047082561e-09,3.348403640424607e-09,1.797935996598798e-10,1.734801368922381e-10,1.848282219089818e-09,5.805442086064193e-10,3.5056577670697354e-10,4.297992652567393e-09,1.473756253907492e-07,5.4366394179616604e-08,7.207982186515939e-10,1.8577349247010911e-09,1.1116130373643186e-09,9.706692139615428e-10,9.846676299327335e-09,4.0242422768330295e-14,1.501875286626516e-09,0.010863342976324604,4.529527670817971e-09,291.9168769349844
c9f626,9.083333333333409,34497.07430555556,22.015613300411708,75.45200498930213,16.953449615486658,5.965540376466669,5.510099040346563,0.0,7.055805438779207e-11,5.768007543551934e-09,2.750344477369058e-09,1.1092943216457145e-09,2.067644196270896e-09,2.4830366904761372e-09,3.9638061105461045e-08,2.8635220865094646e-08,1.073889620569812e-09,1.9864281833404406e-09,1.026970834835451e-08,3.331151434228461e-09,1.308773184336769e-09,6.273609350557841e-09,6.03769494643748e-07,5.479716987816316e-08,9.371366015112556e-10,3.472385559346811e-09,3.97056784867316e-09,2.0169153210094852e-08,2.2615016639842458e-08,4.1537900568674035e-14,3.094272240045412e-09,0.013215374179957525,2.7952886196287973e-08,294.0939891434368
ca2872,4.083333333333409,32311.084741784038,12.517444356427005,75.28837623187809,7.733353292378415,7.396967601857943,5.920373121522144,0.0,1.5689996379400103e-10,1.3313919485859822e-08,5.696086464670803e-09,2.595872850143378e-10,4.921457557239537e-10,5.323096390532147e-10,6.086046337284266e-09,3.592904561479751e-09,1.728316529726034e-10,1.7902477642890642e-10,1.1695216565200955e-09,6.159926012742006e-10,8.503310981475482e-10,8.542299823311732e-10,1.6185997922680601e-07,4.568606306667885e-08,2.7835231132239517e-10,1.3274341506654032e-09,8.546159920154298e-10,2.839333924692301e-09,1.3508553002527631e-08,2.2491115924884054e-14,9.398965794687014e-10,0.006983960575238952,3.420833738717846e-09,285.03712014581384
ca8a33,3.9166666666666665,30116.588888888888,7.02162910076012,76.19855105223122,2.581397513987811,6.978332897642012,5.790914872254495,0.0,9.333846184536576e-11,7.928682821773826e-09,3.795284643794598e-09,1.1132463170220121e-10,2.0868978466814802e-10,2.0841860782695926e-10,3.3084918915399464e-09,1.6699828443760912e-09,1.224224714022464e-10,8.394366927849423e-11,6.048497330754622e-10,8.288278327557871e-10,1.605298839085815e-09,4.2288118318875663e-10,1.3882286938913567e-07,5.2549987820077106e-08,2.2201332360046845e-10,1.8710121749506194e-09,4.558880807343697e-10,3.2012257363440383e-10,6.875698876220606e-09,2.0634508349921316e-14,1.787557993859997e-09,0.005268691052882256,1.5822060186001419e-09,279.428974711278
cb4045,3.6666666666667425,37517.86,22.521892061771748,77.57213477821198,18.07629561455415,7.8330767454058154,5.535165935242297,0.0,1.2964868980083548e-10,1.0768318287869992e-08,6.717682443617519e-09,5.520498013178649e-10,1.002110924226963e-09,9.063712849767793e-10,1.7240683199205497e-08,1.1930748589055878e-08,5.410199051181714e-10,9.70075240809586e-10,6.495472600722444e-09,1.867370676321767e-09,1.4248232532544812e-09,5.0161309815786675e-09,2.763268455758616e-07,6.66277768040756e-08,9.309329536117799e-10,3.6423145059809855e-09,3.904360699812624e-09,4.626330824101298e-09,1.92409219486859e-08,5.4945816798267924e-14,3.440689178658761e-09,0.013628054953117617,1.5201701926481293e-08,293.76085109675654
cb404c,3.8333333333332575,34690.86651917404,23.723703579357352,78.0530185225302,19.423997210511036,8.505397105410154,5.644482092456519,0.0,1.505528703912752e-10,1.2506020941110006e-08,7.773442815195081e-09,4.2350675617399753e-10,7.804962314344079e-10,5.766474814434375e-10,1.4865677100235816e-08,1.0057992347157237e-08,5.009454890728196e-10,8.771609177507853e-10,6.243622161975582e-09,1.5631962469736282e-09,9.185875556508001e-10,3.1471086045372125e-09,2.46452322706916e-07,6.843407638589823e-08,9.474890658601066e-10,3.0577340390485088e-09,3.897386500960014e-09,3.45539974729952e-09,1.77241532094248e-08,5.6145916745561336e-14,3.119608350737606e-09,0.014238105678520442,1.4054790617790686e-08,295.0948090702461
cbd695,3.5833333333333335,29203.65406504065,11.562290221890231,80.15667595108658,7.861620899681063,7.581015943990092,5.811709523238074,0.0,1.7640519753795048e-10,1.4969046229638915e-08,6.669470150461017e-09,2.1030053922790785e-10,3.9760102710539957e-10,4.3976896120387374e-10,4.329676389757107e-09,2.1789360960918586e-09,1.4968413490000778e-10,1.2055312421133938e-10,9.541328101496124e-10,5.323284607368689e-10,5.819642570903406e-10,6.202083399015163e-10,1.401561972965764e-07,4.8119765755951936e-08,2.643942615107037e-10,8.634689597795932e-10,7.030259811951926e-10,2.0665807984035587e-09,1.0801221734032854e-08,2.2786947812093017e-14,8.044306416769592e-10,0.006928021854230086,1.732493659642481e-09,284.5198202229991
cc2b7d,3.9166666666666665,30708.273391812865,6.767856169726303,75.77225687143984,2.2455259022897307,6.923026167671261,5.82405993530304,0.0,9.346758853228933e-11,7.945006114296073e-09,3.810680951494046e-09,1.0807432007637615e-10,1.969163782771719e-10,1.7999988702178534e-10,3.2989702555198258e-09,1.6855098673047155e-09,1.2335804887478474e-10,8.731984156691806e-11,5.855121992004754e-10,8.261149519567787e-10,1.57553952160763e-09,4.0157702264525493e-10,1.3841866815548852e-07,5.2413392586346514e-08,2.1383457766542743e-10,1.8263117223090115e-09,4.3415280453395887e-10,3.199709215503737e-10,6.623028000853393e-09,2.000105843732348e-14,1.7563272153326143e-09,0.005145413884006959,1.5446209405789553e-09,279.06988977279747
ccadbe,5.9166666666667425,33062.98602150538,9.50786445050088,77.9968938501699,5.423192135313515,8.385573440775799,5.785109180697776,0.0,1.0338813096922302e-10,8.77091074245819e-09,3.5029834847218208e-09,1.5801173779837714e-10,2.928821267481688e-10,2.8656203028993284e-10,3.860941604604799e-09,1.71960743852281e-09,1.513670139753044e-10,1.1706946707109183e-10,8.680926306894391e-10,5.767627648077128e-10,5.9037197290615e-10,5.318372468560332e-10,1.362673079962804e-07,5.318177251882663e-08,2.546215885811641e-10,9.757564250561757e-10,6.179199946772503e-10,6.444609170807258e-10,6.911684175756752e-09,2.1414241888175938e-14,1.225871142473486e-09,0.006208130302102658,1.2349858603774666e-09,282.70517514874234
ccf053,1.75,27305.199999999997,18.01677982877598,76.39345414328933,13.537230162983631,8.317092120938225,5.9280222981391555,0.0,9.653702105330201e-11,8.008047121216125e-09,4.136019772777992e-09,4.753313893366813e-10,8.760516013021114e-10,8.819019247809128e-10,9.175951577438373e-09,5.403937374024063e-09,3.541968394356273e-10,5.032773308006045e-10,3.044081453142658e-09,8.283503262935126e-10,7.046216910526751e-10,2.986969587211693e-09,1.848999676124655e-07,6.263268500146173e-08,6.151716051862076e-10,2.0036241158271194e-09,1.2883869188283165e-09,2.276510132793546e-09,1.2145925234710486e-08,4.2175628532135364e-14,1.9700001758539623e-09,0.01090537573175787,6.935484623809371e-09,290.4256178566228
cd5237,5.833333333333333,31678.6582437276,14.375689610216705,73.11434560022849,8.982615273448026,6.80981584607155,5.865168349514796,0.0,9.273144437422697e-11,7.822034442119233e-09,3.3669503244606335e-09,5.037188503287873e-10,9.236365838060766e-10,9.425781091219504e-10,7.088809184549925e-09,4.1019192732437934e-09,2.2782948115504454e-10,2.888491410281959e-10,1.2786754205420467e-09,6.481061591682238e-10,4.1320700365155494e-10,2.208648770387065e-09,1.7535446764169913e-07,4.853877498715288e-08,3.724491056066683e-10,1.274358632737852e-09,1.0214022531860618e-09,2.422080586485794e-09,1.0780384597442473e-08,2.8502406924594604e-14,1.2633095349904574e-09,0.007659936162275136,1.9923345683498295e-09,286.7191198463284
cd57cd,5.583333333333333,31234.960515873012,11.27946147514475,80.38080890677352,7.626316852231458,7.78056710107087,5.740279679193535,0.0,1.714247436325843e-10,1.4560205539223658e-08,6.340672541315741e-09,1.6988630204018996e-10,3.196935342043058e-10,3.2633904402743833e-10,4.497609246752549e-09,2.3182013807011403e-09,1.4927388959831807e-10,1.2566139629853461e-10,9.719615777745064e-10,5.46051551619112e-10,5.632499738921074e-10,6.115045453073857e-10,1.4214086042357087e-07,4.7268674308068034e-08,2.479343890338672e-10,8.444683557334003e-10,6.931716879595437e-10,2.2387958141834224e-09,1.0908131119088809e-08,2.1846409545824364e-14,8.212409106551054e-10,0.006838443258005026,1.9329271918788175e-09,284.3897191551931
cdb1bf,7.083333333333409,40007.34166666667,14.443254328581672,74.72782773618765,9.524418042218425,7.593284995469596,5.898318493425881,0.00030832507790823214,1.5212695994035596e-10,1.2764567613391015e-08,5.114624673575948e-09,4.990146018566924e-10,9.392110025278557e-10,8.82373919393964e-10,5.51005371654928e-09,2.5809900694936467e-09,1.822459253458368e-10,1.3005391782914337e-10,1.1143076105876504e-09,5.476176637640976e-10,4.505805539945748e-10,2.287623669660501e-09,1.4620860151542293e-07,4.8901136318040264e-08,4.835026807378733e-10,1.1437290384112704e-09,7.314088122146985e-10,1.4022485314944278e-09,8.161420222407636e-09,3.126784254451747e-14,1.1163717375107907e-09,0.007949316342476462,1.6512689547242807e-09,286.83270527377783
cdee45,5.6666666666667425,30278.08388888889,18.957490933943813,79.81281575550248,15.029940101602564,5.162934938438457,5.94179130226103,0.00011033715159408667,5.73133739707723e-11,4.5942326890412004e-09,1.49138699282898e-09,1.0904039761201666e-09,1.5776183184636956e-09,2.7541499855481794e-10,1.725698755431058e-08,1.0917145007544254e-08,4.677450479690473e-10,4.4689363372232546e-10,2.7042913386150397e-09,1.3651174767840677e-09,2.4796682879394927e-09,2.0965518339204067e-08,2.6225210842405157e-07,2.6594272672680592e-08,8.277758725299135e-10,3.4554554231856494e-09,1.9137263011528526e-10,3.033729339906703e-09,6.593740282586593e-09,2.308012261925058e-14,1.651405988609133e-09,0.013517100151038386,1.2157305343118171e-08,292.6803820431282
ce2dab,4.9166666666667425,32301.296464646464,16.23745067071913,73.1670296653607,10.991319511025438,7.493290823922152,6.023388317555161,0.0,1.0536269975085094e-10,8.87856543119805e-09,4.398618841046324e-09,6.348699574459372e-10,1.2095997133807016e-09,1.3847121899222821e-09,5.06000505559041e-09,2.6038131123730334e-09,1.7129324401748254e-10,1.7549056074155756e-10,1.510455269698697e-09,5.433977316344678e-10,3.258932205315186e-10,1.7021159247989402e-09,1.4708873418422055e-07,5.657216044588672e-08,4.843565600049365e-10,1.0798616146401374e-09,1.2889748124721437e-09,1.4958879514888176e-09,8.513912296302598e-09,3.5591474740825476e-14,1.1467627604969738e-09,0.008877081676112597,2.344883193567339e-09,289.3211016882516
ce7861,3.583333333333409,28641.604032258063,12.484457790576586,79.37381395861075,8.529134362068238,7.0245746634791235,5.775079998710801,0.0,1.6238554525409166e-10,1.376494278533699e-08,6.010569935408692e-09,2.736859957724746e-10,5.18372681043292e-10,5.692568116581006e-10,4.476553764569547e-09,2.218484769772989e-09,1.5831012768000522e-10,1.3525783904109018e-10,1.0499597700909514e-09,5.489927765375365e-10,6.349907618402157e-10,7.619184984482084e-10,1.3930997002017584e-07,4.737588339380318e-08,3.1271028525730066e-10,9.775824756045404e-10,7.758805168968934e-10,2.3935391458354712e-09,1.2433299136986e-08,2.539561648914851e-14,8.40535193498008e-10,0.0073568284131054285,1.8087708531054985e-09,285.708078878028
cead5b,9.999999999999924,26832.82519379845,11.02355923257417,41.5013625691285,7.483588326618811,6.706402767906746,9.158398177300242,0.006489865108649957,5.432961862804063e-11,4.410290329330563e-09,1.4898961279151336e-09,6.992990640919103e-10,1.2176921367198231e-09,4.814550599990842e-10,8.375253448102063e-09,5.189753358540261e-09,2.1557444380652025e-10,2.6536310935802425e-10,5.255331352440878e-09,7.331539084681952e-10,6.682303799992515e-10,9.418014101970129e-09,1.7815225984341628e-07,5.073689846237295e-08,7.564812031318673e-10,2.4723740017687436e-09,9.957731663825442e-10,2.618459452907657e-09,1.0367940568210208e-08,3.616367789039952e-14,1.7834450459045198e-09,0.010968051006630465,2.281696531593387e-08,291.66198595059205
ceb0c8,6.1666666666667425,23271.12205128205,26.20729756454907,69.92335527407937,19.234193503398984,5.354727293552353,2.7386037794592846,0.0,8.012175041471545e-11,6.365647524432766e-09,1.6590342400758714e-09,3.0576852251793416e-09,5.845264458739225e-09,6.994838858869889e-09,7.177579969446053e-08,5.1233982036739784e-08,9.612495880382738e-10,1.6888275297281463e-09,1.0061895524314796e-08,4.41130124493044e-09,2.3880120039067547e-09,7.463371201804888e-09,9.045047925734605e-07,5.6302859971969105e-08,1.3884296861980504e-09,4.858266543937074e-09,4.054946967459526e-09,9.83427363704266e-09,2.4297961729250813e-08,6.021444749187707e-14,2.8559884900751062e-09,0.014231715546713783,2.668150557608768e-08,298.5541453678141
ceb905,5.583333333333409,26716.611904761907,11.88791029887257,79.75081613901875,8.008815450670223,7.835228780281153,5.780587036558967,0.0,1.7472167100888985e-10,1.4822572125782822e-08,6.562863846964552e-09,2.8984176979666596e-10,5.472648125268991e-10,6.159251279545498e-10,4.435661572512983e-09,2.272887810471762e-09,1.4866096669149157e-10,1.1896007089601974e-10,1.0573736510068953e-09,5.407779076175383e-10,5.587808141376908e-10,7.301223929481366e-10,1.3983367191678844e-07,4.8792588194971784e-08,2.8787381851839805e-10,8.781556573845107e-10,7.1631265014377e-10,1.8689569618406574e-09,1.0496359698233054e-08,2.2711945819589513e-14,7.986920192112428e-10,0.007066916413387995,2.0608560969247024e-09,284.96692292928384
cf16f5,7.9166666666667425,35214.486324786325,21.62157296505281,76.5057856133439,16.87170910016059,8.080491874788924,5.552526547912289,0.0,7.122801926056506e-11,5.864498164023941e-09,3.2313212686926266e-09,9.19404726729189e-10,1.698639624442277e-09,1.922065677703985e-09,5.1117991346945756e-08,3.828694007579807e-08,1.512656637593207e-09,3.1583874518374137e-09,1.5382714609550744e-08,4.117001675998122e-09,1.875858749355611e-09,3.5477297312393953e-09,7.33135020824617e-07,4.7402053990665135e-08,8.390199772156307e-10,3.591559462751271e-09,6.657630799861406e-09,2.832195025037241e-08,3.800476898687283e-08,4.4679996956207875e-14,3.3530453793677708e-09,0.012928960703569125,4.509792880582487e-08,293.8869743222639
cf72e7,7.6666666666667425,33780.16679790027,13.030964837402298,76.84103659746138,8.365584314755852,7.068434283101637,5.767313288944153,0.0,1.4303501965031208e-10,1.212839109149787e-08,5.250208554622685e-09,3.9915913041988024e-10,7.505470519708953e-10,8.360205672584311e-10,5.347232775974302e-09,2.9442206320742837e-09,1.6841699297561103e-10,1.7259186933739155e-10,1.2859606460806023e-09,5.719875595319844e-10,5.534382437932566e-10,1.912569806072505e-09,1.524145086312549e-07,4.739207332095781e-08,3.31942166504626e-10,1.0475473690777995e-09,7.840863145610287e-10,2.134859728364074e-09,1.0792973385703198e-08,2.4576895123711412e-14,9.457264627610054e-10,0.007285003419853709,2.592405939450755e-09,285.6870157804772
cfa8ab,5.25,26773.977543859648,25.730739955698922,70.64386813139133,18.927902569322278,5.329240084365085,2.514301205682989,0.0,8.773866121367904e-11,6.994813896988269e-09,1.9151828628074468e-09,2.6175825807994083e-09,4.967735954060387e-09,5.637337926494932e-09,7.862544898708323e-08,5.667914032206668e-08,1.036101677415421e-09,1.8669251066603334e-09,1.0037838079018928e-08,4.876465505313886e-09,1.5631199815089863e-09,8.111189111970216e-09,1.011083467149211e-06,5.215398118719149e-08,1.3047038917277652e-09,4.082926001253757e-09,3.121178021989896e-09,1.2201892717701519e-08,2.3565112236331912e-08,5.5190198974215606e-14,2.2268179562183875e-09,0.013894679119308244,2.805290519503726e-08,298.18262261173487
cfba7f,6.666666666666667,21926.100000000002,21.26992877101051,66.43948723059877,13.741062127598093,6.847425857340085,6.120775218481067,0.0,5.816725049968701e-11,4.792564051987955e-09,4.734600582762776e-10,5.404498542085929e-10,1.0688583430156598e-09,1.4801448398999954e-09,1.0963635595447323e-08,4.593307902442399e-09,4.955668635008011e-10,1.250518300717794e-10,2.3718878833875795e-09,7.332350722189617e-10,5.324634905177986e-10,7.053618665281232e-09,1.762586609693725e-07,6.16542355184205e-08,9.07433950354564e-10,2.4367543487445144e-09,1.2962785650742888e-09,1.5831612317653823e-09,9.114420072617598e-09,5.81480435099057e-14,1.9105435779698574e-09,0.010216969577367133,5.408416636418296e-09,294.4992452428549
cfda0b,7.75,27920.770547945205,23.06626657556602,72.707846293958,17.29355417970846,7.021670578485141,5.932156192446765,0.0,7.7144617803155e-11,6.249126494757975e-09,1.8927462849071957e-09,2.0048068603398884e-10,3.161514981825028e-10,6.788518489863984e-11,1.3869963684967084e-08,9.569002691210803e-09,3.709963921772093e-10,5.563313475262321e-10,1.5499225880459956e-09,9.16993514671399e-10,9.35891183026681e-10,1.3546889040137394e-08,2.0649404614384618e-07,3.792029676505066e-08,8.204393446559955e-10,3.1428793733470256e-09,5.214002600866834e-10,1.6751905371591501e-09,7.583903913406374e-09,3.503635391545474e-14,1.6226355650356933e-09,0.012575720619466008,4.259136082415029e-09,295.76176209226475
cff739,6.0000000000000755,31455.039225589226,13.952046094633832,74.22140303673744,8.801088064185645,6.959006280796952,5.813333152318354,0.0,9.853827545605419e-11,8.325674550490112e-09,3.5715401933578806e-09,4.684636440075722e-10,8.552201206289555e-10,8.722572517109523e-10,6.2364974783996144e-09,3.4684457244058687e-09,1.802955013368153e-10,1.7786280838543632e-10,1.4461934241253353e-09,5.7378053995405e-10,4.2984851237197137e-10,2.296795497305894e-09,1.652534656637059e-07,4.8117511609132376e-08,3.511744603298102e-10,1.2045052775911786e-09,9.787304114527394e-10,2.5611430325122263e-09,1.0931522245274546e-08,2.6764457253323277e-14,1.211143360620466e-09,0.007534922712026148,2.9976414573588043e-09,286.5831580835744
d0008d,6.2500000000000755,28800.123541666668,27.42480582710089,60.12160295231034,17.84699475309428,6.084804636191624,5.7851715338736645,0.0,4.8377252067887594e-11,3.859369909959865e-09,1.3657179482003665e-09,6.3398923226942556e-09,1.1769658174607477e-08,1.4411200617468692e-08,1.1574451410963071e-08,6.1019917335072284e-09,2.61848985011048e-10,2.3215000992808808e-10,4.7599742846037925e-09,1.2508945866422621e-09,5.988246191510844e-09,9.422253717447764e-10,2.210359573789886e-07,8.37192262562112e-08,1.5386485071056889e-09,6.533162192710388e-09,3.2155365205675237e-09,5.793374116276306e-10,1.0917710137073425e-08,7.547715543322967e-14,3.370472185464542e-09,0.012479928060305939,8.77793114335871e-09,300.2320801179982
d01445,5.1666666666667425,29389.804901960782,27.983785657372113,40.693020286960625,10.189093949460645,6.432528936972081,5.908894157633862,0.0,3.805753011375246e-11,3.0241059549672504e-09,9.985817482968753e-10,9.305693835723051e-09,1.9385520128528563e-08,3.930469739799294e-08,8.070838874332612e-09,3.7230836541512446e-09,2.2053801021782982e-10,1.57881941675138e-10,7.3839597910766995e-09,7.84029458097075e-10,3.4057014456944087e-09,6.980112605549843e-10,1.7228562508265303e-07,7.72104415375519e-08,1.3090021722037689e-09,3.832733237266992e-09,5.492957979911206e-09,1.6250311302287917e-09,1.5466584373840352e-08,8.697417170763405e-14,2.130472583194072e-09,0.009956592611405779,2.3420223957765666e-08,300.1866588842154
d09915,5.833333333333333,32316.34326241135,9.845589719958758,77.42954486815347,5.610485693755629,8.386263485573856,5.820826129105827,0.0,1.1216902441284987e-10,9.517720854423146e-09,3.988903282261904e-09,1.7323277882138396e-10,3.228192981160364e-10,3.2124100105124164e-10,3.901412829266575e-09,1.7847883596201336e-09,1.4952871297486713e-10,1.2098918382054488e-10,8.939715038904957e-10,5.741903137719258e-10,5.983337533750461e-10,5.215786591440283e-10,1.3692869325651098e-07,5.25297831754494e-08,2.5326360605168947e-10,9.703208444148654e-10,6.26941629277643e-10,7.933292666196177e-10,7.41800735346562e-09,2.1210261159205755e-14,1.1899669907461595e-09,0.00625370843936519,1.3202162393741345e-09,282.9874277964436
d16a95,5.9166666666667425,26621.321535580526,16.72768588214742,68.32193555323671,9.840435793209673,7.397765913841309,5.9346550288488205,0.0,5.7949755409441244e-11,4.84627545932916e-09,2.080127909728761e-09,1.2504550893126531e-09,2.313600905894615e-09,2.7861013920670238e-09,6.369471016178061e-09,3.2086545046470464e-09,1.7222109581890267e-10,1.2469402991827355e-10,2.5592525053103877e-09,7.345431264014023e-10,8.001169176778959e-10,5.237350715483044e-09,1.6065367127433425e-07,5.3441348501185954e-08,5.619528577556176e-10,1.8215273973669547e-09,8.985772041980044e-10,1.7261961611041436e-09,9.72292982183284e-09,2.862792847072032e-14,1.4166521319042333e-09,0.008033026240879064,4.968988956925441e-09,289.24298861002615
d1ad0f,9.833333333333258,28751.370501474925,18.171468260595056,56.0979806523203,9.191784863153,5.096552919543569,8.247199773608298,0.0008277155359731271,2.807970488543211e-11,2.2927992353737646e-09,6.392995938263955e-10,3.211664201432886e-10,5.495592842224548e-10,2.4719509499720806e-10,1.7544836073433445e-08,1.3552015154279553e-08,3.2889558442405585e-10,6.365421076807611e-10,3.643428300853525e-08,1.3634156194964374e-09,2.0189140503324138e-09,2.1410575958792518e-08,3.010221810655874e-07,4.626834124603082e-08,7.224760098355672e-10,4.0063819774115055e-09,1.1140172966833577e-09,8.07444393444974e-09,1.5982026323015424e-08,4.4207588952037144e-14,2.695196934665231e-09,0.009504386333742697,1.56207826405175e-07,291.34249571396685
d2324e,1.9166666666665908,36308.09130434783,23.697540691212676,77.03899750719407,19.141068125719062,8.368324071022531,5.5914688554995235,0.0,1.3347448603943819e-10,1.1086732779141768e-08,6.90427210377339e-09,5.050283050299243e-10,9.534765838348103e-10,9.396330120219886e-10,2.02082021997056e-08,1.4200940618048739e-08,6.37539861872383e-10,1.184741262602201e-09,8.209497510722902e-09,1.967656162450281e-09,1.1042521456194674e-09,3.6444813634869613e-09,3.14409100072283e-07,6.673739672763508e-08,9.599531451470105e-10,3.3784133310950435e-09,4.383949570388451e-09,6.6737779141926684e-09,2.074943927127034e-08,5.706735904311683e-14,3.403265747851234e-09,0.014152809030683104,1.912777148431072e-08,295.18693088781157
d2616e,9.416666666666742,29276.590845070423,20.056776628335236,74.24954254068349,14.625013062670588,5.8211798077338415,5.799779119003736,0.0,5.572188401735359e-11,4.55694702341596e-09,1.3997721012179824e-09,8.507234411217531e-11,1.3458448113660323e-10,4.9303911647740816e-11,2.2641695148388215e-08,1.7366147976732914e-08,4.703381148833935e-10,9.059736271798011e-10,2.993536064414014e-09,1.4053687135808416e-09,1.7688886382873482e-09,1.2913781856873235e-08,3.192026470608534e-07,4.0058972615416426e-08,6.692524988894152e-10,4.266568545881829e-09,9.029823105411728e-10,4.149300844737487e-09,1.4191351811237704e-08,4.0481913656806566e-14,2.642115139642648e-09,0.011266613882950346,1.5341707924900122e-08,292.8904808172029
